"","year","week","id","offense","offense_conference","defense","defense_conference","home","away","offense_score","defense_score","drive_id","period","clock.minutes","clock.seconds","yard_line","down","distance","yards_gained","play_type","play_text","home_team","TimeSecsRem","adj_yd_line","log_ydstogo","half","game_id","neutral_site","NSH","scoring","Next_Score","Goal_To_Go","Under_two","ep_before","ep_after","EPA"
"1",2019,1,"401110723101855901","Miami","ACC","Florida","SEC","Miami","Florida",0,0,4011107231,1,29,40,75,1,10,2,"Rush","K.J. Osborn run for 2 yds to the MiaFl 27","Miami",1780,25,3.2188758248682,1,401110723,TRUE,3,TRUE,"FG",FALSE,FALSE,4.4380899547648,3.60442272479442,-0.833667229970388
"2",2019,1,"401110723101864001","Miami","ACC","Florida","SEC","Miami","Florida",0,0,4011107231,1,28,59,73,2,8,18,"Pass Reception","Jarren Williams pass complete to Brevin Jordan for 18 yds to the MiaFl 45 for a 1ST down","Miami",1739,27,3.29583686600433,1,401110723,TRUE,3,TRUE,"FG",FALSE,FALSE,3.60442272479442,3.16450971346992,-0.439913011324501
"3",2019,1,"401110723101867301","Miami","ACC","Florida","SEC","Miami","Florida",0,0,4011107231,1,28,26,55,1,10,0,"Pass Reception","Jarren Williams pass complete to DeeJay Dallas for no gain to the MiaFl 45","Miami",1706,45,3.80666248977032,1,401110723,TRUE,3,TRUE,"FG",FALSE,FALSE,3.16450971346992,2.41187138829177,-0.752638325178149
"4",2019,1,"401110723101868701","Miami","ACC","Florida","SEC","Miami","Florida",0,0,4011107231,1,28,12,55,2,10,18,"Pass Reception","Jarren Williams pass complete to K.J. Osborn for 18 yds to the Fla 37 for a 1ST down","Miami",1692,45,3.80666248977032,1,401110723,TRUE,3,TRUE,"FG",FALSE,FALSE,2.41187138829177,2.01242794767119,-0.399443440620579
"5",2019,1,"401110723101876901","Miami","ACC","Florida","SEC","Miami","Florida",0,0,4011107231,1,27,30,37,1,10,15,"Pass Reception","Jarren Williams pass complete to Brevin Jordan for 15 yds to the Fla 22 for a 1ST down","Miami",1650,63,4.14313472639153,1,401110723,TRUE,3,TRUE,"FG",FALSE,FALSE,2.01242794767119,1.05902784543538,-0.953400102235812
"6",2019,1,"401110723101884401","Miami","ACC","Florida","SEC","Miami","Florida",0,0,4011107231,1,26,55,22,1,10,5,"Rush","DeeJay Dallas run for 5 yds to the Fla 17","Miami",1615,78,4.35670882668959,1,401110723,TRUE,3,TRUE,"FG",FALSE,FALSE,1.05902784543538,-0.230971760033361,-1.28999960546874
"7",2019,1,"401110723101894401","Miami","ACC","Florida","SEC","Miami","Florida",0,0,4011107231,1,25,55,17,2,5,-7,"Sack","Jarren Williams sacked by Ventrell Miller for a loss of 7 yards to the Fla 24","Miami",1555,83,4.4188406077966,1,401110723,TRUE,3,TRUE,"FG",FALSE,FALSE,-0.230971760033361,-0.712209267970483,-0.481237507937122
"8",2019,1,"401110723101904401","Miami","ACC","Florida","SEC","Miami","Florida",0,0,4011107231,1,24,55,24,3,12,10,"Pass Reception","Jarren Williams pass complete to Brevin Jordan for 10 yds to the Fla 14","Miami",1495,76,4.33073334028633,1,401110723,TRUE,3,TRUE,"FG",FALSE,FALSE,-0.712209267970483,-1.93126982410846,-1.21906055613798
"9",2019,1,"401110723101906201","Miami","ACC","Florida","SEC","Miami","Florida",3,0,4011107231,1,24,37,19,4,7,36,"Field Goal Good","Bubba Baxa 36 yd FG GOOD","Miami",1477,98,4.58496747867057,1,401110723,TRUE,3,TRUE,"FG",FALSE,FALSE,3.72485087182274,3,-0.724850871822738
"10",2019,1,"401110723101907401","Florida","SEC","Miami","ACC","Miami","Florida",0,3,4011107232,1,24,25,21,1,10,0,"Pass Incompletion","Feleipe Franks pass incomplete to Van Jefferson","Miami",1465,21,3.04452243772342,1,401110723,TRUE,7,TRUE,"TD",FALSE,FALSE,4.70424783240684,3.99872970269693,-0.70551812970991
"11",2019,1,"401110723101908901","Florida","SEC","Miami","ACC","Miami","Florida",0,3,4011107232,1,24,10,21,2,10,5,"Rush","Lamical Perine run for 5 yds to the Fla 26","Miami",1450,21,3.04452243772342,1,401110723,TRUE,7,TRUE,"TD",FALSE,FALSE,3.99872970269693,2.95497425791629,-1.04375544478065
"12",2019,1,"401110723101916201","Florida","SEC","Miami","ACC","Miami","Florida",0,3,4011107232,1,23,37,26,3,5,2,"Rush","Feleipe Franks run for 2 yds to the Fla 28","Miami",1417,26,3.25809653802148,1,401110723,TRUE,7,TRUE,"TD",FALSE,FALSE,2.95497425791629,2.18564090339521,-0.76933335452108
"13",2019,1,"401110723101918901","Florida","SEC","Miami","ACC","Miami","Florida",0,3,4011107232,1,23,10,28,4,3,6,"Rush","Tommy Townsend run for 6 yds to the Fla 34 for a 1ST down","Miami",1390,28,3.3322045101752,1,401110723,TRUE,7,TRUE,"TD",FALSE,FALSE,2.18564090339521,3.83870736913246,1.65306646573726
"14",2019,1,"401110723101926201","Florida","SEC","Miami","ACC","Miami","Florida",7,3,4011107232,1,22,37,34,1,10,66,"Passing Touchdown","Feleipe Franks pass complete to Kadarius Toney for 66 yds for a TD (Evan McPherson KICK)","Miami",1357,34,3.52636052461616,1,401110723,TRUE,7,TRUE,"TD",FALSE,FALSE,3.83870736913246,7,3.16129263086754
"15",2019,1,"401110723101929401","Miami","ACC","Florida","SEC","Miami","Florida",3,7,4011107233,1,22,5,75,1,10,4,"Pass Reception","Jarren Williams pass complete to Mark Pope for 4 yds to the MiaFl 29","Miami",1325,25,3.2188758248682,1,401110723,TRUE,3,FALSE,"FG",FALSE,FALSE,4.42442885820793,3.44720891514483,-0.977219943063101
"16",2019,1,"401110723101937901","Miami","ACC","Florida","SEC","Miami","Florida",3,7,4011107233,1,21,20,71,2,6,-11,"Sack","Jarren Williams sacked by Adam Shuler and Jabari Zuniga for a loss of 11 yards to the MiaFl 18","Miami",1280,29,3.36729582998647,1,401110723,TRUE,3,FALSE,"FG",FALSE,FALSE,3.44720891514483,3.8562797013201,0.409070786175269
"17",2019,1,"401110723101947301","Miami","ACC","Florida","SEC","Miami","Florida",3,7,4011107233,1,20,26,87,3,22,8,"Rush","DeeJay Dallas run for 8 yds to the MiaFl 21","Miami",1226,13,2.56494935746154,1,401110723,TRUE,3,FALSE,"FG",FALSE,FALSE,3.8562797013201,2.61593913394194,-1.24034056737816
"18",2019,1,"401110723101954001","Miami","ACC","Florida","SEC","Miami","Florida",3,7,4011107233,1,19,59,79,4,14,4,"Punt","Lou Hedley punt for 43 yds , Freddie Swain returns for 4 yds to the Fla 40","Miami",1199,21,3.04452243772342,1,401110723,TRUE,3,FALSE,"FG",FALSE,FALSE,2.61593913394194,-3.43339561890385,-6.04933475284579
"19",2019,1,"401110723101954901","Florida","SEC","Miami","ACC","Miami","Florida",7,3,4011107234,1,19,50,40,1,10,6,"Rush","Kadarius Toney run for 6 yds to the Fla 46","Miami",1190,40,3.68887945411394,1,401110723,TRUE,-3,FALSE,"Opp FG",FALSE,FALSE,3.43339561890385,2.29057652062222,-1.14281909828163
"20",2019,1,"401110723101958901","Florida","SEC","Miami","ACC","Miami","Florida",7,3,4011107234,1,19,10,46,2,4,1,"Rush","Lamical Perine run for 1 yd to the Fla 47","Miami",1150,46,3.8286413964891,1,401110723,TRUE,-3,FALSE,"Opp FG",FALSE,FALSE,2.29057652062222,1.44470303820328,-0.845873482418943
"21",2019,1,"401110723101966001","Florida","SEC","Miami","ACC","Miami","Florida",7,3,4011107234,1,18,39,47,3,3,2,"Pass Reception","Feleipe Franks pass complete to Lamical Perine for 2 yds to the Fla 49","Miami",1119,47,3.85014760171006,1,401110723,TRUE,-3,FALSE,"Opp FG",FALSE,FALSE,1.44470303820328,0.520017391049022,-0.924685647154256
"22",2019,1,"401110723101967901","Florida","SEC","Miami","ACC","Miami","Florida",7,3,4011107234,1,18,20,49,4,1,3,"Rush","Kadarius Toney run for 3 yds to the MiaFl 48 for a 1ST down","Miami",1100,49,3.89182029811063,1,401110723,TRUE,-3,FALSE,"Opp FG",FALSE,FALSE,0.520017391049022,1.69647659369581,1.17645920264679
"23",2019,1,"401110723101984201","Florida","SEC","Miami","ACC","Miami","Florida",7,3,4011107234,1,16,57,67,1,10,-3,"Rush","Dameon Pierce run for a loss of 3 yards to the MiaFl 36","Miami",1017,67,4.20469261939097,1,401110723,TRUE,-3,FALSE,"Opp FG",FALSE,FALSE,1.69647659369581,1.37153720891388,-0.324939384781927
"24",2019,1,"401110723101989901","Florida","SEC","Miami","ACC","Miami","Florida",7,3,4011107234,1,16,0,59,2,18,12,"Rush","Feleipe Franks run for 12 yds to the MiaFl 29","Miami",960,59,4.07753744390572,1,401110723,TRUE,-3,FALSE,"Opp FG",FALSE,FALSE,1.37153720891388,-0.301101096876747,-1.67263830579063
"25",2019,1,"401110723101999901","Florida","SEC","Miami","ACC","Miami","Florida",7,3,4011107234,1,15,0,71,3,6,5,"Pass Reception","Feleipe Franks pass complete to Kyle Pitts for 5 yds to the MiaFl 24","Miami",900,71,4.26267987704132,1,401110723,TRUE,-3,FALSE,"Opp FG",FALSE,FALSE,-0.301101096876747,-1.45306468798171,-1.15196359110496
"26",2019,1,"401110723102854401","Florida","SEC","Miami","ACC","Miami","Florida",7,3,4011107234,2,14,55,76,4,1,3,"Rush","Feleipe Franks run for 3 yds to the MiaFl 21 for a 1ST down","Miami",895,76,4.33073334028633,1,401110723,TRUE,-3,FALSE,"Opp FG",FALSE,FALSE,-1.45306468798171,0.955806667237964,2.40887135521967
"27",2019,1,"401110723102856901","Florida","SEC","Miami","ACC","Miami","Florida",7,3,4011107234,2,14,30,79,1,10,6,"Rush","Lamical Perine run for 6 yds to the MiaFl 15","Miami",870,79,4.36944785246702,1,401110723,TRUE,-3,FALSE,"Opp FG",FALSE,FALSE,0.955806667237964,-0.285454150012987,-1.24126081725095
"28",2019,1,"401110723102859401","Florida","SEC","Miami","ACC","Miami","Florida",7,3,4011107234,2,14,5,85,2,4,1,"Rush","Lamical Perine run for 1 yd to the MiaFl 14","Miami",845,85,4.44265125649032,1,401110723,TRUE,-3,FALSE,"Opp FG",FALSE,FALSE,-0.285454150012987,-1.19561942741501,-0.910165277402021
"29",2019,1,"401110723102866201","Florida","SEC","Miami","ACC","Miami","Florida",7,3,4011107234,2,13,37,86,3,3,7,"Pass Reception","Feleipe Franks pass complete to Lamical Perine for 7 yds to the MiaFl 7 for a 1ST down","Miami",817,86,4.45434729625351,1,401110723,TRUE,-3,FALSE,"Opp FG",FALSE,FALSE,-1.19561942741501,0.174549545747074,1.37016897316208
"30",2019,1,"401110723102868101","Florida","SEC","Miami","ACC","Miami","Florida",7,3,4011107234,2,13,18,93,1,7,-2,"Fumble Recovery (Opponent)","Feleipe Franks run for a loss of 2 yards to the MiaFl 9 Feleipe Franks fumbled, recovered by MiaFl Scott Patchan","Miami",798,93,4.53259949315326,1,401110723,TRUE,-3,FALSE,"Opp FG",FALSE,FALSE,0.174549545747074,-6.08666298595972,-6.26121253170679
"31",2019,1,"401110723102869801","Miami","ACC","Florida","SEC","Miami","Florida",3,7,4011107235,2,13,1,95,1,14,1,"Rush","Cam'Ron Harris run for 1 yd to the MiaFl 6","Miami",781,5,1.6094379124341,1,401110723,TRUE,3,FALSE,"FG",FALSE,FALSE,6.08666298595972,5.39184764338932,-0.6948153425704
"32",2019,1,"401110723102876401","Miami","ACC","Florida","SEC","Miami","Florida",3,7,4011107235,2,12,35,94,2,13,0,"Pass Incompletion","Jarren Williams pass incomplete to Will Mallory","Miami",755,6,1.79175946922805,1,401110723,TRUE,3,FALSE,"FG",FALSE,FALSE,5.39184764338932,5.67905515410047,0.287207510711155
"33",2019,1,"401110723102878401","Miami","ACC","Florida","SEC","Miami","Florida",3,7,4011107235,2,12,15,98,3,17,5,"Rush","Cam'Ron Harris run for 5 yds to the MiaFl 7","Miami",735,2,0.693147180559945,1,401110723,TRUE,3,FALSE,"FG",FALSE,FALSE,5.67905515410047,3.63803148206829,-2.04102367203219
"34",2019,1,"401110723102885801","Miami","ACC","Florida","SEC","Miami","Florida",3,7,4011107235,2,11,41,93,4,12,7,"Punt","Lou Hedley punt for 40 yds , Freddie Swain returns for 7 yds to the MiaFl 40","Miami",701,7,1.94591014905531,1,401110723,TRUE,3,FALSE,"FG",FALSE,FALSE,3.63803148206829,-2.05349455286458,-5.69152603493287
"35",2019,1,"401110723102887101","Florida","SEC","Miami","ACC","Miami","Florida",7,3,4011107236,2,11,28,60,1,10,3,"Rush","Malik Davis run for 3 yds to the MiaFl 37","Miami",688,60,4.0943445622221,1,401110723,TRUE,-3,FALSE,"Opp FG",FALSE,FALSE,2.05349455286458,1.05826280142889,-0.995231751435696
"36",2019,1,"401110723102895301","Florida","SEC","Miami","ACC","Miami","Florida",7,3,4011107236,2,10,46,63,2,7,-11,"Fumble Recovery (Opponent)","Malik Davis run for a loss of 11 yards to the MiaFl 48 Malik Davis fumbled, recovered by MiaFl Shaquille Quarterman","Miami",646,63,4.14313472639153,1,401110723,TRUE,-3,FALSE,"Opp FG",FALSE,FALSE,1.05826280142889,-2.77616125159201,-3.83442405302089
"37",2019,1,"401110723102898401","Miami","ACC","Florida","SEC","Miami","Florida",3,7,4011107237,2,10,15,52,1,10,24,"Rush","DeeJay Dallas run for 24 yds to the Fla 28 for a 1ST down","Miami",615,48,3.87120101090789,1,401110723,TRUE,3,TRUE,"FG",FALSE,FALSE,2.77616125159201,1.31346419957651,-1.4626970520155
"38",2019,1,"401110723102904901","Miami","ACC","Florida","SEC","Miami","Florida",3,7,4011107237,2,9,50,28,1,10,1,"Rush","DeeJay Dallas run for 1 yd to the Fla 27","Miami",590,72,4.27666611901606,1,401110723,TRUE,3,TRUE,"FG",FALSE,FALSE,1.31346419957651,0.428362036321409,-0.885102163255097
"39",2019,1,"401110723102908901","Miami","ACC","Florida","SEC","Miami","Florida",3,7,4011107237,2,9,10,27,2,9,2,"Pass Reception","Jarren Williams pass complete to Cam'Ron Harris for 2 yds to the Fla 25","Miami",550,73,4.29045944114839,1,401110723,TRUE,3,TRUE,"FG",FALSE,FALSE,0.428362036321409,-0.494271215184171,-0.92263325150558
"40",2019,1,"401110723102916801","Miami","ACC","Florida","SEC","Miami","Florida",3,7,4011107237,2,8,31,25,3,7,0,"Pass Incompletion","Jarren Williams pass incomplete to Brevin Jordan","Miami",511,75,4.31748811353631,1,401110723,TRUE,3,TRUE,"FG",FALSE,FALSE,-0.494271215184171,-1.25034733982095,-0.75607612463678
"41",2019,1,"401110723102917301","Miami","ACC","Florida","SEC","Miami","Florida",6,7,4011107237,2,8,26,25,4,7,42,"Field Goal Good","Bubba Baxa 42 yd FG GOOD","Miami",506,92,4.52178857704904,1,401110723,TRUE,3,TRUE,"FG",FALSE,FALSE,2.9211117209475,3,0.0788882790525034
"42",2019,1,"401110723102919901","Florida","SEC","Miami","ACC","Miami","Florida",7,6,4011107238,2,8,0,33,1,10,5,"Pass Reception","Feleipe Franks pass complete to Lamical Perine for 5 yds to the Fla 38","Miami",480,33,3.49650756146648,1,401110723,TRUE,-7,FALSE,"Opp TD",FALSE,FALSE,3.69976711747887,2.64241172824274,-1.05735538923613
"43",2019,1,"401110723102926901","Florida","SEC","Miami","ACC","Miami","Florida",7,6,4011107238,2,7,30,38,2,5,2,"Rush","Lamical Perine run for 2 yds to the Fla 40","Miami",450,38,3.63758615972639,1,401110723,TRUE,-7,FALSE,"Opp TD",FALSE,FALSE,2.64241172824274,1.79262924528459,-0.849782482958152
"44",2019,1,"401110723102929901","Florida","SEC","Miami","ACC","Miami","Florida",7,6,4011107238,2,7,0,40,3,3,0,"Pass Incompletion","Feleipe Franks pass incomplete to Kadarius Toney","Miami",420,40,3.68887945411394,1,401110723,TRUE,-7,FALSE,"Opp TD",FALSE,FALSE,1.79262924528459,1.12804409520589,-0.664585150078701
"45",2019,1,"401110723102934601","Florida","SEC","Miami","ACC","Miami","Florida",7,6,4011107238,2,6,53,40,4,3,0,"Punt","Tommy Townsend punt for 50 yds, fair catch by Jeff Thomas at the MiaFl 10","Miami",413,40,3.68887945411394,1,401110723,TRUE,-7,FALSE,"Opp TD",FALSE,FALSE,1.12804409520589,-4.40589907165425,-5.53394316686014
"46",2019,1,"401110723102936401","Miami","ACC","Florida","SEC","Miami","Florida",6,7,4011107239,2,6,35,90,1,10,4,"Rush","DeeJay Dallas run for 4 yds to the MiaFl 14","Miami",395,10,2.30258509299405,1,401110723,TRUE,7,TRUE,"TD",TRUE,FALSE,4.40589907165425,4.38845545596828,-0.0174436156859636
"47",2019,1,"401110723102939001","Miami","ACC","Florida","SEC","Miami","Florida",6,7,4011107239,2,6,9,86,2,6,6,"Pass Reception","Jarren Williams pass complete to K.J. Osborn for 6 yds to the MiaFl 20 for a 1ST down","Miami",369,14,2.63905732961526,1,401110723,TRUE,7,TRUE,"TD",FALSE,FALSE,4.38845545596828,3.75410680727477,-0.634348648693517
"48",2019,1,"401110723102948501","Miami","ACC","Florida","SEC","Miami","Florida",6,7,4011107239,2,5,14,85,1,15,16,"Rush","Jeff Thomas run for 16 yds to the MiaFl 31 for a 1ST down","Miami",314,15,2.70805020110221,1,401110723,TRUE,7,TRUE,"TD",TRUE,FALSE,3.75410680727477,3.73310109777923,-0.0210057094955367
"49",2019,1,"401110723102958201","Miami","ACC","Florida","SEC","Miami","Florida",6,7,4011107239,2,4,17,69,1,10,-7,"Sack","Jarren Williams sacked by Trey Dean III and Jonathan Greenard for a loss of 7 yards to the MiaFl 24","Miami",257,31,3.43398720448515,1,401110723,TRUE,7,TRUE,"TD",FALSE,FALSE,3.73310109777923,3.51458519837554,-0.218515899403691
"50",2019,1,"401110723102964901","Miami","ACC","Florida","SEC","Miami","Florida",6,7,4011107239,2,3,50,76,2,17,2,"Pass Reception","Jarren Williams pass complete to Cam'Ron Harris for 2 yds to the MiaFl 26","Miami",230,24,3.17805383034795,1,401110723,TRUE,7,TRUE,"TD",FALSE,FALSE,3.51458519837554,2.64955018710979,-0.865035011265748
"51",2019,1,"401110723102969901","Miami","ACC","Florida","SEC","Miami","Florida",6,7,4011107239,2,3,0,74,3,15,18,"Pass Reception","Jarren Williams pass complete to Jeff Thomas for 18 yds to the MiaFl 44 for a 1ST down","Miami",180,26,3.25809653802148,1,401110723,TRUE,7,TRUE,"TD",FALSE,FALSE,2.64955018710979,2.80721695588161,0.157666768771815
"52",2019,1,"401110723102976801","Miami","ACC","Florida","SEC","Miami","Florida",6,7,4011107239,2,2,31,56,1,10,1,"Rush","DeeJay Dallas run for 1 yd to the MiaFl 45","Miami",151,44,3.78418963391826,1,401110723,TRUE,7,TRUE,"TD",FALSE,FALSE,2.80721695588161,2.03609415590307,-0.771122799978532
"53",2019,1,"401110723102978401","Miami","ACC","Florida","SEC","Miami","Florida",6,7,4011107239,2,2,15,55,2,9,8,"Rush","Jarren Williams run for 8 yds to the Fla 47","Miami",135,45,3.80666248977032,1,401110723,TRUE,7,TRUE,"TD",FALSE,FALSE,2.03609415590307,0.626781632728885,-1.40931252317419
"54",2019,1,"401110723102986401","Miami","ACC","Florida","SEC","Miami","Florida",6,7,4011107239,2,1,35,47,3,1,1,"Rush","Jarren Williams run for 1 yd to the Fla 46 for a 1ST down","Miami",95,53,3.97029191355212,1,401110723,TRUE,7,TRUE,"TD",FALSE,TRUE,0.626781632728885,1.45190037399981,0.825118741270928
"55",2019,1,"401110723102988301","Miami","ACC","Florida","SEC","Miami","Florida",6,7,4011107239,2,1,16,46,1,10,-9,"Sack","Jarren Williams sacked by Ventrell Miller for a loss of 9 yards to the MiaFl 45","Miami",76,54,3.98898404656427,1,401110723,TRUE,7,TRUE,"TD",FALSE,TRUE,1.45190037399981,1.37703826074068,-0.0748621132591283
"56",2019,1,"401110723102989601","Miami","ACC","Florida","SEC","Miami","Florida",6,7,4011107239,2,1,3,55,2,19,40,"Pass Reception","Jarren Williams pass complete to DeeJay Dallas for 40 yds to the Fla 15 for a 1ST down","Miami",63,45,3.80666248977032,1,401110723,TRUE,7,TRUE,"TD",FALSE,TRUE,1.37703826074068,0.668653274686431,-0.708384986054253
"57",2019,1,"401110723102995401","Miami","ACC","Florida","SEC","Miami","Florida",13,7,4011107239,2,0,45,25,1,20,25,"Passing Touchdown","Jarren Williams pass complete to Brevin Jordan for 25 yds for a TD (Bubba Baxa KICK)","Miami",45,75,4.31748811353631,1,401110723,TRUE,7,TRUE,"TD",FALSE,TRUE,0.668653274686431,7,6.33134672531357
"58",2019,1,"401110723102996301","Florida","SEC","Miami","ACC","Miami","Florida",7,13,40111072310,2,0,36,25,1,10,11,"Pass Reception","Feleipe Franks pass complete to Josh Hammond for 11 yds to the Fla 36 for a 1ST down","Miami",36,25,3.2188758248682,1,401110723,TRUE,0,FALSE,"No_Score",FALSE,TRUE,3.048727561955,2.95696136269245,-0.0917661992625529
"59",2019,1,"401110723102997601","Florida","SEC","Miami","ACC","Miami","Florida",7,13,40111072310,2,0,23,26,1,20,15,"Rush","Lamical Perine run for 15 yds to the Fla 41","Miami",23,26,3.25809653802148,1,401110723,TRUE,0,FALSE,"No_Score",FALSE,TRUE,2.95696136269245,1.52594827514633,-1.43101308754612
"60",2019,1,"401110723102998301","Florida","SEC","Miami","ACC","Miami","Florida",7,13,40111072310,2,0,16,41,2,5,8,"Pass Reception","Feleipe Franks pass complete to Josh Hammond for 8 yds to the Fla 49 for a 1ST down","Miami",16,41,3.71357206670431,1,401110723,TRUE,0,FALSE,"No_Score",FALSE,TRUE,1.52594827514633,1.60141151231558,0.0754632371692521
"61",2019,1,"401110723102999901","Florida","SEC","Miami","ACC","Miami","Florida",7,13,40111072310,2,0,0,49,1,10,-9,"Sack","Feleipe Franks sacked by Gregory Rousseau for a loss of 9 yards to the Fla 40","Miami",0,49,3.89182029811063,1,401110723,TRUE,0,FALSE,"No_Score",FALSE,TRUE,0,NA,NA
"62",2019,1,"401110723103854901","Florida","SEC","Miami","ACC","Miami","Florida",7,13,40111072311,3,29,50,25,1,10,0,"Rush","Lamical Perine run for no gain to the Fla 25","Miami",1790,25,3.2188758248682,2,401110723,TRUE,3,FALSE,"FG",FALSE,FALSE,4.43802914024119,3.73536012688171,-0.702669013359483
"63",2019,1,"401110723103858301","Florida","SEC","Miami","ACC","Miami","Florida",7,13,40111072311,3,29,16,25,2,10,14,"Pass Reception","Feleipe Franks pass complete to Van Jefferson for 14 yds to the Fla 39 for a 1ST down","Miami",1756,25,3.2188758248682,2,401110723,TRUE,3,FALSE,"FG",FALSE,FALSE,3.73536012688171,3.54433594715648,-0.191024179725226
"64",2019,1,"401110723103865901","Florida","SEC","Miami","ACC","Miami","Florida",7,13,40111072311,3,28,40,39,1,10,10,"Rush","Lamical Perine run for 10 yds to the Fla 49 for a 1ST down","Miami",1720,39,3.66356164612965,2,401110723,TRUE,3,FALSE,"FG",FALSE,FALSE,3.54433594715648,1.9497552396258,-1.59458070753068
"65",2019,1,"401110723103869901","Florida","SEC","Miami","ACC","Miami","Florida",7,13,40111072311,3,28,0,64,1,10,-1,"Rush","Lamical Perine run for a loss of 1 yard to the MiaFl 37","Miami",1680,64,4.15888308335967,2,401110723,TRUE,3,FALSE,"FG",FALSE,FALSE,1.9497552396258,1.14195251273885,-0.80780272688695
"66",2019,1,"401110723103877901","Florida","SEC","Miami","ACC","Miami","Florida",7,13,40111072311,3,27,20,63,2,11,-6,"Rush","Kadarius Toney run for a loss of 6 yards to the MiaFl 43","Miami",1640,63,4.14313472639153,2,401110723,TRUE,3,FALSE,"FG",FALSE,FALSE,1.14195251273885,0.706845349630194,-0.435107163108657
"67",2019,1,"401110723103885501","Florida","SEC","Miami","ACC","Miami","Florida",7,13,40111072311,3,26,44,57,3,17,0,"Pass Incompletion","Feleipe Franks pass incomplete to Van Jefferson","Miami",1604,57,4.04305126783455,2,401110723,TRUE,3,FALSE,"FG",FALSE,FALSE,0.706845349630194,-0.15372217018775,-0.860567519817944
"68",2019,1,"401110723103886401","Florida","SEC","Miami","ACC","Miami","Florida",7,13,40111072311,3,26,35,57,4,17,0,"Punt","Tommy Townsend punt for 38 yds, downed at the MiaFl 5","Miami",1595,57,4.04305126783455,2,401110723,TRUE,3,FALSE,"FG",FALSE,FALSE,-0.15372217018775,-6.08289408316947,-5.92917191298172
"69",2019,1,"401110723103888401","Miami","ACC","Florida","SEC","Miami","Florida",13,7,40111072312,3,26,15,95,1,10,0,"Rush","DeeJay Dallas run for no gain to the MiaFl 5","Miami",1575,5,1.6094379124341,2,401110723,TRUE,-3,FALSE,"Opp FG",FALSE,FALSE,6.08289408316947,5.55689104065016,-0.526003042519309
"70",2019,1,"401110723103895701","Miami","ACC","Florida","SEC","Miami","Florida",13,7,40111072312,3,25,42,95,2,10,0,"Pass Incompletion","Jarren Williams pass incomplete to Jeff Thomas","Miami",1542,5,1.6094379124341,2,401110723,TRUE,-3,FALSE,"Opp FG",FALSE,FALSE,5.55689104065016,4.84673350298416,-0.710157537665999
"71",2019,1,"401110723103897401","Miami","ACC","Florida","SEC","Miami","Florida",13,7,40111072312,3,25,25,95,3,10,-1,"Rush","Jarren Williams run for a loss of 1 yard to the MiaFl 4","Miami",1525,5,1.6094379124341,2,401110723,TRUE,-3,FALSE,"Opp FG",FALSE,FALSE,4.84673350298416,4.20732126969831,-0.639412233285854
"72",2019,1,"401110723103904401","Miami","ACC","Florida","SEC","Miami","Florida",13,7,40111072312,3,24,55,96,4,11,0,"Punt","Lou Hedley punt for 38 yds, punt out-of-bounds at the MiaFl 42","Miami",1495,4,1.38629436111989,2,401110723,TRUE,-3,FALSE,"Opp FG",FALSE,FALSE,4.20732126969831,-2.32082266769811,-6.52814393739642
"73",2019,1,"401110723103905901","Florida","SEC","Miami","ACC","Miami","Florida",7,13,40111072313,3,24,40,58,1,10,3,"Rush","Dameon Pierce run for 3 yds to the MiaFl 39","Miami",1480,58,4.06044301054642,2,401110723,TRUE,3,TRUE,"FG",FALSE,FALSE,2.32082266769811,1.27744041767818,-1.04338225001994
"74",2019,1,"401110723103908401","Florida","SEC","Miami","ACC","Miami","Florida",7,13,40111072313,3,24,15,61,2,7,2,"Rush","Dameon Pierce run for 2 yds to the MiaFl 37","Miami",1455,61,4.11087386417331,2,401110723,TRUE,3,TRUE,"FG",FALSE,FALSE,1.27744041767818,0.242513346402778,-1.0349270712754
"75",2019,1,"401110723103914401","Florida","SEC","Miami","ACC","Miami","Florida",7,13,40111072313,3,23,55,63,3,5,0,"Pass Incompletion","Feleipe Franks pass incomplete to Freddie Swain","Miami",1435,63,4.14313472639153,2,401110723,TRUE,3,TRUE,"FG",FALSE,FALSE,0.242513346402778,-0.640946784009563,-0.883460130412341
"76",2019,1,"401110723103916401","Florida","SEC","Miami","ACC","Miami","Florida",7,13,40111072313,3,23,35,63,4,5,10,"Pass Reception","Feleipe Franks pass complete to Trevon Grimes for 10 yds to the MiaFl 27 for a 1ST down","Miami",1415,63,4.14313472639153,2,401110723,TRUE,3,TRUE,"FG",FALSE,FALSE,-0.640946784009563,1.36399611250519,2.00494289651476
"77",2019,1,"401110723103917901","Florida","SEC","Miami","ACC","Miami","Florida",7,13,40111072313,3,23,20,73,1,10,18,"Pass Reception","Feleipe Franks pass complete to Kyle Pitts for 18 yds to the MiaFl 9 for a 1ST down","Miami",1400,73,4.29045944114839,2,401110723,TRUE,3,TRUE,"FG",FALSE,FALSE,1.36399611250519,0.272754459838841,-1.09124165266635
"78",2019,1,"401110723103919301","Florida","SEC","Miami","ACC","Miami","Florida",7,13,40111072313,3,23,6,91,1,9,0,"Pass Incompletion","Feleipe Franks pass incomplete to Freddie Swain","Miami",1386,91,4.51085950651685,2,401110723,TRUE,3,TRUE,"FG",FALSE,FALSE,0.272754459838841,-0.709280341515728,-0.982034801354569
